No,Tanggal,Harga,Tertinggi,Terendah,Penutupan,Volume,Nilai,Frekuensi
699,2-Feb-21,3.3,3.33,3.25,3.27,114.734.600,376.849.898.000,20.289
700,1-Feb-21,3.13,3.25,3.04,3.23,133.929.600,422.903.012.000,26.504
701,29-Jan-21,3.29,3.29,3.11,3.11,191.915.100,607.723.135.000,30.027
702,28-Jan-21,3.28,3.33,3.23,3.24,142.648.800,465.999.167.000,27.724
703,27-Jan-21,3.34,3.38,3.26,3.38,159.144.700,529.692.442.000,26.134
704,26-Jan-21,3.36,3.39,3.26,3.26,111.414.500,368.529.233.000,25.938
705,25-Jan-21,3.37,3.41,3.31,3.37,118.131.800,397.034.284.000,19.595
706,22-Jan-21,3.42,3.44,3.36,3.39,165.024.200,560.334.645.000,30.219
707,21-Jan-21,3.5,3.52,3.46,3.48,81.801.900,284.885.828.000,16.1
708,20-Jan-21,3.42,3.48,3.38,3.47,116.098.100,400.452.406.000,16.554
709,19-Jan-21,3.47,3.49,3.37,3.41,144.100.700,492.229.885.000,24.729
710,18-Jan-21,3.48,3.52,3.43,3.45,138.913.100,481.535.544.000,26.736
711,15-Jan-21,3.51,3.54,3.45,3.48,133.304.300,464.957.847.000,22.627
712,14-Jan-21,3.48,3.59,3.47,3.5,187.448.400,660.287.178.000,24.506
713,13-Jan-21,3.55,3.55,3.46,3.48,162.329.300,567.335.436.000,28.956
714,12-Jan-21,3.6,3.62,3.5,3.51,189.779.500,672.225.127.000,33.14
715,11-Jan-21,3.59,3.64,3.57,3.6,271.231.200,975.125.966.000,31.041
716,8-Jan-21,3.45,3.62,3.44,3.57,492.643.700,1.749.532.317.000,59.195
717,7-Jan-21,3.39,3.45,3.38,3.39,140.221.900,477.459.557.000,18.811
718,6-Jan-21,3.47,3.49,3.33,3.37,177.877.900,603.614.531.000,27.88
719,5-Jan-21,3.48,3.48,3.42,3.47,157.800.700,545.584.390.000,21.805
720,4-Jan-21,3.32,3.5,3.31,3.49,165.339.800,563.857.181.000,23.194
721,30 Des 2020,3.42,3.42,3.31,3.31,150.844.500,505.566.098.000,24.959
722,29 Des 2020,3.5,3.53,3.4,3.42,184.525.500,639.591.192.000,24.24
723,28 Des 2020,3.37,3.46,3.28,3.43,178.138.100,603.222.206.000,23.955
724,23 Des 2020,3.35,3.42,3.24,3.32,240.067.600,798.604.157.000,28.932
725,22 Des 2020,3.5,3.54,3.34,3.36,311.860.000,1.068.636.757.000,39.39
726,21 Des 2020,3.53,3.61,3.51,3.52,267.970.200,951.549.742.000,37.016
727,18 Des 2020,3.5,3.54,3.5,3.51,187.856.600,660.019.934.000,32.871
